"Rank","Kernel Name","Registers per thread","Shared Mem bytes","Block dim","Grid dim","Theoretical Occupancy %","Op is TensorCore eligible","Kernel uses TensorCore","Op Name","Occurrences","Total Duration (μs)","Avg Duration (μs)","Min Duration (μs)","Max Duration (μs)"
"19.0","loop_gather_fusion_3","46.0","0.0","3,1,1","1,1,1","4.6875","False","False","jit(evolve_background)/jit(main)/jit(evaluate_thermo)/while/body/cond/branch_0_fun/cond/branch_0_fun/cond/branch_0_fun/jit(diffeqsolve)/outer-loop/while/body/jit(lu_solve)/jit(_lu_solve)/gather:","2220.0","11857.825","5.341","5.087","6.784"
"20.0","loop_multiply_select_fusion","57.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(evolve_background)/jit(main)/jit(evaluate_thermo)/while/body/cond/branch_0_fun/cond/branch_0_fun/cond/branch_0_fun/jit(diffeqsolve)/outer-loop/while/body/jvp(jit(_where))/select_n:","2220.0","11097.227","4.998","4.0","5.665"
"21.0","loop_select_fusion_33","16.0","0.0","32,1,1","1,1,1","50.0","False","False","jit(evolve_background)/jit(main)/jit(<lambda>)/jit(searchsorted)/vmap(while)/body/jit(_where)/select_n:","10240.0","10141.305","0.99","0.959","1.025"
"22.0","loop_select_fusion_32","16.0","0.0","16,1,1","1,1,1","25.0","False","False","jit(evolve_background)/jit(main)/jit(<lambda>)/jit(searchsorted)/vmap(while)/body/jit(_where)/select_n:","10240.0","10124.916","0.988","0.959","1.025"
"23.0","loop_select_fusion_30","16.0","0.0","4,1,1","1,1,1","6.25","False","False","jit(evolve_background)/jit(main)/jit(<lambda>)/jit(searchsorted)/vmap(while)/body/jit(_where)/select_n:","10240.0","10121.097","0.988","0.959","1.025"
"24.0","loop_select_fusion_31","16.0","0.0","8,1,1","1,1,1","12.5","False","False","jit(evolve_background)/jit(main)/jit(<lambda>)/jit(searchsorted)/vmap(while)/body/jit(_where)/select_n:","10240.0","10119.572","0.988","0.959","1.025"
"25.0","loop_select_fusion_29","16.0","0.0","2,1,1","1,1,1","3.125","False","False","jit(evolve_background)/jit(main)/jit(<lambda>)/jit(searchsorted)/vmap(while)/body/jit(_where)/select_n:","10240.0","10109.411","0.987","0.959","1.025"
"26.0","loop_dynamic_update_slice_fusion_42","25.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(evolve_background)/jit(main)/while/body/scatter:","8168.0","9658.957","1.182","1.151","1.472"
"27.0","loop_dynamic_update_slice_fusion_43","25.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(evolve_background)/jit(main)/while/body/scatter:","8168.0","9152.041","1.12","1.087","1.28"
"28.0","loop_add_multiply_fusion","60.0","0.0","1,1,1","1,1,1","1.5625","False","False","","1023.0","8741.48","8.544","8.511","8.896"
"29.0","loop_add_multiply_fusion_2","53.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(evolve_background)/jit(main)/jit(evaluate_thermo)/while/body/cond/branch_0_fun/cond/branch_0_fun/cond/branch_0_fun/jit(diffeqsolve)/outer-loop/while/body/add_any:","2220.0","8103.085","3.65","3.008","4.065"
"30.0","loop_add_subtract_fusion_6","18.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(evolve_background)/jit(main)/while/body/sub:","8168.0","8031.89","0.983","0.959","1.088"
"31.0","loop_subtract_fusion_6","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(evolve_background)/jit(main)/while/body/sub:","8168.0","8011.782","0.98","0.959","1.089"
"32.0","void getrf_pivot<getrf_params_<double, 32, 1, 32, 32, 1> >(int, int, int, void*, int, long*, int, getrf_params_<double, 32, 1, 32, 32, 1>::data_type*, unsigned int*, unsigned int*, getrf_params_<double, 32, 1, 32, 32, 1>::data_type*, unsigned int, unsigned int, unsigned int, int*)","20.0","408.0","32,1,1","3,1,1","50.0","False","False","jit(evolve_background)/jit(main)/jit(evaluate_thermo)/while/body/cond/branch_0_fun/cond/branch_0_fun/cond/branch_0_fun/jit(diffeqsolve)/outer-loop/while/body/jit(lu_factor)/lu:","2220.0","7941.658","3.577","3.487","4.0"
"33.0","loop_divide_fusion_1","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","","8880.0","7683.301","0.865","0.831","1.056"
"34.0","loop_add_multiply_fusion_1","53.0","0.0","1,1,1","1,1,1","1.5625","False","False","","2220.0","7670.174","3.455","2.784","3.841"
"35.0","loop_dynamic_update_slice_fusion_54","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(evolve_background)/jit(main)/while/body/scatter:","8168.0","7536.896","0.922","0.895","0.96"
"36.0","dtrsv_init(int*)","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(evolve_background)/jit(main)/jit(evaluate_thermo)/while/body/cond/branch_0_fun/cond/branch_0_fun/cond/branch_0_fun/jit(diffeqsolve)/outer-loop/while/body/jit(lu_solve)/jit(_lu_solve)/triangular_solve:","8880.0","6683.011","0.752","0.704","0.865"
"37.0","dtrsv_init_up(int*, int)","16.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(evolve_background)/jit(main)/jit(evaluate_thermo)/while/body/cond/branch_0_fun/cond/branch_0_fun/cond/branch_0_fun/jit(diffeqsolve)/outer-loop/while/body/jit(lu_solve)/jit(_lu_solve)/triangular_solve:","8880.0","6643.196","0.748","0.703","0.864"
"38.0","loop_add_fusion_57","36.0","0.0","3,1,1","1,1,1","4.6875","False","False","","2220.0","6490.35","2.923","2.847","3.552"
"39.0","loop_minimum_select_fusion","30.0","0.0","1,1,1","1,1,1","1.5625","False","False","jit(evolve_background)/jit(main)/jit(evaluate_thermo)/while/body/cond/branch_0_fun/cond/branch_0_fun/cond/branch_0_fun/jit(diffeqsolve)/outer-loop/while/body/jit(_where)/select_n:","2220.0","6123.014","2.758","2.687","3.2"
